,id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
25,cy0vBvZu2Eb4XtRFCp8Seg,conmigo-new-york,Conmigo,https://s3-media1.fl.yelpcdn.com/bphoto/bmHxOBSPVuLeOIvIiyvnHg/o.jpg,False,https://www.yelp.com/biz/conmigo-new-york?adjust_creative=TKz2edtltxgYtPzgSrH9EQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TKz2edtltxgYtPzgSrH9EQ,193,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'tacos', 'title': 'Tacos'}]",4.0,"{'latitude': 40.77793, 'longitude': -73.94902}","['pickup', 'delivery']",$$,"{'address1': '1685 1st Ave', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10128', 'country': 'US', 'state': 'NY', 'display_address': ['1685 1st Ave', 'New York, NY 10128']}",+12122560056,(212) 256-0056,2575.8146991442213
26,4EGq0GMAJwGIrfhVg4PxVw,swick-2-astoria-2,Swick 2,https://s3-media2.fl.yelpcdn.com/bphoto/mgsppD4nPdKPQfmpHaF8hQ/o.jpg,False,https://www.yelp.com/biz/swick-2-astoria-2?adjust_creative=TKz2edtltxgYtPzgSrH9EQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TKz2edtltxgYtPzgSrH9EQ,35,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.0,"{'latitude': 40.7564825, 'longitude': -73.9254339}","['pickup', 'delivery']",$,"{'address1': '3504 35th St', 'address2': '', 'address3': None, 'city': 'Astoria', 'zip_code': '11106', 'country': 'US', 'state': 'NY', 'display_address': ['3504 35th St', 'Astoria, NY 11106']}",+17187866096,(718) 786-6096,1188.8327167790283
27,x8UoT9ODOMcpLdYh__sXjg,esquina-tequila-new-york,Esquina Tequila,https://s3-media3.fl.yelpcdn.com/bphoto/vyNiOvK81i6APZe3EXNS-g/o.jpg,False,https://www.yelp.com/biz/esquina-tequila-new-york?adjust_creative=TKz2edtltxgYtPzgSrH9EQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TKz2edtltxgYtPzgSrH9EQ,11,"[{'alias': 'mexican', 'title': 'Mexican'}]",3.0,"{'latitude': 40.75285, 'longitude': -73.92371}","['pickup', 'delivery']",,"{'address1': '40-01 Northern Blvd', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '11101', 'country': 'US', 'state': 'NY', 'display_address': ['40-01 Northern Blvd', 'New York, NY 11101']}",+17187293301,(718) 729-3301,1581.4080576158751
28,u9xVzV1OZC5pwtUgaHLM-A,el-kallejon-new-york,El Kallejon,https://s3-media1.fl.yelpcdn.com/bphoto/O0OSypsBwLBnrfNsNJa37A/o.jpg,False,https://www.yelp.com/biz/el-kallejon-new-york?adjust_creative=TKz2edtltxgYtPzgSrH9EQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TKz2edtltxgYtPzgSrH9EQ,277,"[{'alias': 'tapas', 'title': 'Tapas Bars'}, {'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,"{'latitude': 40.798538, 'longitude': -73.938805}",[],$$,"{'address1': '209 E 117th St', 'address2': None, 'address3': None, 'city': 'New York', 'zip_code': '10035', 'country': 'US', 'state': 'NY', 'display_address': ['209 E 117th St', 'New York, NY 10035']}",+16466494795,(646) 649-4795,3786.907900607895
29,uvcEo61aL2F8e4PCzwZsYg,chihuahua-sunnyside,Chihuahua,https://s3-media4.fl.yelpcdn.com/bphoto/nyeheMnxMYLCLu_-VQxmiA/o.jpg,False,https://www.yelp.com/biz/chihuahua-sunnyside?adjust_creative=TKz2edtltxgYtPzgSrH9EQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TKz2edtltxgYtPzgSrH9EQ,138,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.5,"{'latitude': 40.7425222545862, 'longitude': -73.9176765829325}","['pickup', 'delivery']",$$,"{'address1': '47-02 Greenpoint Ave', 'address2': '', 'address3': '', 'city': 'Sunnyside', 'zip_code': '11104', 'country': 'US', 'state': 'NY', 'display_address': ['47-02 Greenpoint Ave', 'Sunnyside, NY 11104']}",+13475310954,(347) 531-0954,2744.44395928664
30,fjE_lpKblhrN_48X2ca-7w,mezquite-restaurant-astoria,Mezquite Restaurant,https://s3-media4.fl.yelpcdn.com/bphoto/L7_SD1hTZy_M9azTB38Hpg/o.jpg,False,https://www.yelp.com/biz/mezquite-restaurant-astoria?adjust_creative=TKz2edtltxgYtPzgSrH9EQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TKz2edtltxgYtPzgSrH9EQ,257,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'peruvian', 'title': 'Peruvian'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.0,"{'latitude': 40.76167, 'longitude': -73.9109}","['pickup', 'delivery']",$$,"{'address1': '45-06 30th Ave', 'address2': '', 'address3': '', 'city': 'Astoria', 'zip_code': '11103', 'country': 'US', 'state': 'NY', 'display_address': ['45-06 30th Ave', 'Astoria, NY 11103']}",+17182551722,(718) 255-1722,1112.4600711806427
31,Fp2QuKOu_zCjOxbyCLfnjw,el-rey-restaurant-astoria,El Rey Restaurant,https://s3-media1.fl.yelpcdn.com/bphoto/pJkB-DhwUDueHi0EfrIdMQ/o.jpg,False,https://www.yelp.com/biz/el-rey-restaurant-astoria?adjust_creative=TKz2edtltxgYtPzgSrH9EQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TKz2edtltxgYtPzgSrH9EQ,72,"[{'alias': 'mexican', 'title': 'Mexican'}]",3.5,"{'latitude': 40.77137, 'longitude': -73.92198}","['pickup', 'delivery']",$$,"{'address1': '25-21 Astoria Blvd', 'address2': '', 'address3': '', 'city': 'Astoria', 'zip_code': '11102', 'country': 'US', 'state': 'NY', 'display_address': ['25-21 Astoria Blvd', 'Astoria, NY 11102']}",+17185452292,(718) 545-2292,498.9724331760693
32,7RgdHGMY9Xa2Ur5y7vSBZQ,homemade-taqueria-long-island-city,Homemade Taqueria,https://s3-media4.fl.yelpcdn.com/bphoto/V1dNgOWK5Zf6C7qXA_trUg/o.jpg,False,https://www.yelp.com/biz/homemade-taqueria-long-island-city?adjust_creative=TKz2edtltxgYtPzgSrH9EQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TKz2edtltxgYtPzgSrH9EQ,337,"[{'alias': 'tacos', 'title': 'Tacos'}]",4.0,"{'latitude': 40.7546939084048, 'longitude': -73.9165629007979}","['pickup', 'delivery']",$,"{'address1': '45-09 34th Ave', 'address2': '', 'address3': '', 'city': 'Long Island City', 'zip_code': '11101', 'country': 'US', 'state': 'NY', 'display_address': ['45-09 34th Ave', 'Long Island City, NY 11101']}",+17182551349,(718) 255-1349,1436.5909009267687
33,V2-olnmwbpmji8i1BuePxQ,casa-rubio-cafe-astoria,Casa Rubio Cafe,https://s3-media3.fl.yelpcdn.com/bphoto/NPV-hlu7o9YQ27rXwueFNQ/o.jpg,False,https://www.yelp.com/biz/casa-rubio-cafe-astoria?adjust_creative=TKz2edtltxgYtPzgSrH9EQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TKz2edtltxgYtPzgSrH9EQ,54,"[{'alias': 'spanish', 'title': 'Spanish'}, {'alias': 'latin', 'title': 'Latin American'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",5.0,"{'latitude': 40.7713691, 'longitude': -73.922149}","['pickup', 'delivery']",$$,"{'address1': '25-17 Astoria Blvd', 'address2': None, 'address3': '', 'city': 'Astoria', 'zip_code': '11102', 'country': 'US', 'state': 'NY', 'display_address': ['25-17 Astoria Blvd', 'Astoria, NY 11102']}",+19293280030,(929) 328-0030,498.2065670056289
34,CBbKuUbhW662l2w1IwT_Tw,corazon-de-mexico-restaurant-and-bar-long-island-city-3,Corazon De Mexico Restaurant & Bar,https://s3-media3.fl.yelpcdn.com/bphoto/J2-5OLLPcA5Naqwq3LlvsQ/o.jpg,False,https://www.yelp.com/biz/corazon-de-mexico-restaurant-and-bar-long-island-city-3?adjust_creative=TKz2edtltxgYtPzgSrH9EQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TKz2edtltxgYtPzgSrH9EQ,53,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",4.0,"{'latitude': 40.74281, 'longitude': -73.95348}","['restaurant_reservation', 'pickup', 'delivery']",$$,"{'address1': '10-09 50th Ave', 'address2': '', 'address3': None, 'city': 'Long Island City', 'zip_code': '11101', 'country': 'US', 'state': 'NY', 'display_address': ['10-09 50th Ave', 'Long Island City, NY 11101']}",+19292084764,(929) 208-4764,3761.460080859892
35,zscLFr_wQUmSRGkup2YjpA,mexicue-new-york-13,Mexicue,https://s3-media4.fl.yelpcdn.com/bphoto/e5weQ0PXjy-anzGRBWfQeg/o.jpg,False,https://www.yelp.com/biz/mexicue-new-york-13?adjust_creative=TKz2edtltxgYtPzgSrH9EQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TKz2edtltxgYtPzgSrH9EQ,159,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"{'latitude': 40.77536, 'longitude': -73.95628}","['restaurant_reservation', 'pickup', 'delivery']",$$,"{'address1': '1429 3rd Ave', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10028', 'country': 'US', 'state': 'NY', 'display_address': ['1429 3rd Ave', 'New York, NY 10028']}",+12129884700,(212) 988-4700,3015.5880645948055
36,P-XnPhzdGbgbMYIcS0cpTA,the-brewery-bar-and-kitchen-woodside-2,The Brewery Bar & Kitchen,https://s3-media3.fl.yelpcdn.com/bphoto/cZEIissEdJmp1L8ZOQiBrg/o.jpg,False,https://www.yelp.com/biz/the-brewery-bar-and-kitchen-woodside-2?adjust_creative=TKz2edtltxgYtPzgSrH9EQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TKz2edtltxgYtPzgSrH9EQ,114,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'irish', 'title': 'Irish'}]",4.5,"{'latitude': 40.760256, 'longitude': -73.907328}","['pickup', 'delivery']",$$,"{'address1': '49-18 30th Ave', 'address2': '', 'address3': '', 'city': 'Woodside', 'zip_code': '11377', 'country': 'US', 'state': 'NY', 'display_address': ['49-18 30th Ave', 'Woodside, NY 11377']}",+17187778007,(718) 777-8007,1453.2011396950788
37,KgxzEspPDlfZ-6_HX70mfg,ninos-aq-astoria,Ninos Aq,https://s3-media1.fl.yelpcdn.com/bphoto/OewwZSvN74NjIef9TML-dw/o.jpg,False,https://www.yelp.com/biz/ninos-aq-astoria?adjust_creative=TKz2edtltxgYtPzgSrH9EQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TKz2edtltxgYtPzgSrH9EQ,129,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,"{'latitude': 40.774944, 'longitude': -73.908585}",['restaurant_reservation'],,"{'address1': '35-01 Ditmars Blvd', 'address2': '', 'address3': None, 'city': 'Astoria', 'zip_code': '11105', 'country': 'US', 'state': 'NY', 'display_address': ['35-01 Ditmars Blvd', 'Astoria, NY 11105']}",+17187770010,(718) 777-0010,1454.6238299450683
38,3lLBRLbXAIgd1yZgWgnfeg,dutch-kills-long-island-city,Dutch Kills,https://s3-media1.fl.yelpcdn.com/bphoto/I4paO44YkfkRmeABU4TsCQ/o.jpg,False,https://www.yelp.com/biz/dutch-kills-long-island-city?adjust_creative=TKz2edtltxgYtPzgSrH9EQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TKz2edtltxgYtPzgSrH9EQ,749,"[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"{'latitude': 40.747615, 'longitude': -73.940159}",[],$$,"{'address1': '27-24 Jackson Ave', 'address2': '', 'address3': '', 'city': 'Long Island City', 'zip_code': '11101', 'country': 'US', 'state': 'NY', 'display_address': ['27-24 Jackson Ave', 'Long Island City, NY 11101']}",+17183832724,(718) 383-2724,2623.420552251128
39,DB45nM2VMUocjPejFArc1g,the-social-astoria,The Social,https://s3-media3.fl.yelpcdn.com/bphoto/yB4wta3fFcUGl_TgabGmRQ/o.jpg,False,https://www.yelp.com/biz/the-social-astoria?adjust_creative=TKz2edtltxgYtPzgSrH9EQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TKz2edtltxgYtPzgSrH9EQ,63,"[{'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,"{'latitude': 40.76434, 'longitude': -73.91655}",[],$$,"{'address1': '37-06 30th Ave', 'address2': '', 'address3': None, 'city': 'Astoria', 'zip_code': '11103', 'country': 'US', 'state': 'NY', 'display_address': ['37-06 30th Ave', 'Astoria, NY 11103']}",+17187723777,(718) 772-3777,559.1471932704986
40,9qOUxAQD6Tasr9TVUlSvdg,los-amigos-mexican-restaurant-astoria,Los Amigos Mexican Restaurant,https://s3-media3.fl.yelpcdn.com/bphoto/cybahfUDTSsO0CBDnkHdiA/o.jpg,False,https://www.yelp.com/biz/los-amigos-mexican-restaurant-astoria?adjust_creative=TKz2edtltxgYtPzgSrH9EQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TKz2edtltxgYtPzgSrH9EQ,130,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",3.0,"{'latitude': 40.7744827270508, 'longitude': -73.9123611450195}","['pickup', 'delivery']",$$,"{'address1': '2273 31st St', 'address2': '', 'address3': '', 'city': 'Astoria', 'zip_code': '11105', 'country': 'US', 'state': 'NY', 'display_address': ['2273 31st St', 'Astoria, NY 11105']}",+17187268708,(718) 726-8708,1181.813427351272
41,47_jHPl3p4-OYGCVLy2ZIA,salvatoria-kitchen-and-bar-astoria,Salvatoria Kitchen & Bar,https://s3-media4.fl.yelpcdn.com/bphoto/OTiR7em71xSzn83KjYWcaQ/o.jpg,False,https://www.yelp.com/biz/salvatoria-kitchen-and-bar-astoria?adjust_creative=TKz2edtltxgYtPzgSrH9EQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TKz2edtltxgYtPzgSrH9EQ,165,"[{'alias': 'salvadoran', 'title': 'Salvadoran'}, {'alias': 'bars', 'title': 'Bars'}]",4.5,"{'latitude': 40.76142, 'longitude': -73.92486}","['pickup', 'delivery']",$$,"{'address1': '31-18 Broadway', 'address2': None, 'address3': '', 'city': 'Astoria', 'zip_code': '11106', 'country': 'US', 'state': 'NY', 'display_address': ['31-18 Broadway', 'Astoria, NY 11106']}",+17187772829,(718) 777-2829,640.7302686320372
42,q2D80--iDkSwf_OKsS-jdA,la-pulperia-ues-new-york-3,La Pulperia UES,https://s3-media2.fl.yelpcdn.com/bphoto/PkdSju9bO5wz4ZSva_8h1g/o.jpg,False,https://www.yelp.com/biz/la-pulperia-ues-new-york-3?adjust_creative=TKz2edtltxgYtPzgSrH9EQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TKz2edtltxgYtPzgSrH9EQ,723,"[{'alias': 'latin', 'title': 'Latin American'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"{'latitude': 40.7766202, 'longitude': -73.9523275}","['pickup', 'delivery', 'restaurant_reservation']",$$,"{'address1': '1626 2nd Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10028', 'country': 'US', 'state': 'NY', 'display_address': ['1626 2nd Ave', 'New York, NY 10028']}",+12129330757,(212) 933-0757,2758.5095412574838
43,hsOssMippVdSL_-nmjBUtw,ritmos-60-astoria,Ritmos 60,https://s3-media4.fl.yelpcdn.com/bphoto/Vlol9j-k23Y1dyeHNWkzug/o.jpg,False,https://www.yelp.com/biz/ritmos-60-astoria?adjust_creative=TKz2edtltxgYtPzgSrH9EQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TKz2edtltxgYtPzgSrH9EQ,23,"[{'alias': 'bars', 'title': 'Bars'}]",3.5,"{'latitude': 40.758482, 'longitude': -73.919373}",[],$$,"{'address1': '32-23 Steinway St', 'address2': '', 'address3': '', 'city': 'Astoria', 'zip_code': '11103', 'country': 'US', 'state': 'NY', 'display_address': ['32-23 Steinway St', 'Astoria, NY 11103']}",+17182041110,(718) 204-1110,964.5376405675175
44,lPAqNxEtJrcZY-X17h4zTQ,rocky-mcbrides-astoria,Rocky McBride's,https://s3-media1.fl.yelpcdn.com/bphoto/wqO23T1OZ3dkbjtxO8eSfg/o.jpg,False,https://www.yelp.com/biz/rocky-mcbrides-astoria?adjust_creative=TKz2edtltxgYtPzgSrH9EQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TKz2edtltxgYtPzgSrH9EQ,80,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'pubs', 'title': 'Pubs'}]",4.5,"{'latitude': 40.77611, 'longitude': -73.91488}",[],$$,"{'address1': '27-01 23rd Ave', 'address2': '', 'address3': '', 'city': 'Astoria', 'zip_code': '11105', 'country': 'US', 'state': 'NY', 'display_address': ['27-01 23rd Ave', 'Astoria, NY 11105']}",+17187772723,(718) 777-2723,1188.5519886419092
45,UH_aksIxzGPPyhWZJbTP7A,cantina-taqueria-and-tequila-bar-new-york,Cantina Taqueria & Tequila Bar,https://s3-media2.fl.yelpcdn.com/bphoto/egX3aqObtlgWxIk0q4L__A/o.jpg,False,https://www.yelp.com/biz/cantina-taqueria-and-tequila-bar-new-york?adjust_creative=TKz2edtltxgYtPzgSrH9EQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TKz2edtltxgYtPzgSrH9EQ,492,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'latin', 'title': 'Latin American'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"{'latitude': 40.8003063353508, 'longitude': -73.9549569049235}","['pickup', 'delivery']",$$,"{'address1': '1838 7th Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10026', 'country': 'US', 'state': 'NY', 'display_address': ['1838 7th Ave', 'New York, NY 10026']}",+18336982267,(833) 698-2267,4627.750977137055
46,dgaNriM1VdI2nGochhHE_g,casa-enrique-long-island-city,Casa Enrique,https://s3-media4.fl.yelpcdn.com/bphoto/PTQbaqicKuCeiVjr_HzFZQ/o.jpg,False,https://www.yelp.com/biz/casa-enrique-long-island-city?adjust_creative=TKz2edtltxgYtPzgSrH9EQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TKz2edtltxgYtPzgSrH9EQ,1145,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.0,"{'latitude': 40.743404338358, 'longitude': -73.954350367693}",['delivery'],$$,"{'address1': '5-48 49th Ave', 'address2': '', 'address3': '', 'city': 'Long Island City', 'zip_code': '11101', 'country': 'US', 'state': 'NY', 'display_address': ['5-48 49th Ave', 'Long Island City, NY 11101']}",+13474486040,(347) 448-6040,3762.27867896703
47,xrKa2SpgWzPEEbji3Iw2DQ,the-calaveras-new-york,The Calaveras,https://s3-media3.fl.yelpcdn.com/bphoto/u1T_ydEtCiKCGyvKVzR1-w/o.jpg,False,https://www.yelp.com/biz/the-calaveras-new-york?adjust_creative=TKz2edtltxgYtPzgSrH9EQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TKz2edtltxgYtPzgSrH9EQ,103,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",4.5,"{'latitude': 40.79956, 'longitude': -73.96241}","['pickup', 'delivery', 'restaurant_reservation']",$$,"{'address1': '949 Columbus Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10025', 'country': 'US', 'state': 'NY', 'display_address': ['949 Columbus Ave', 'New York, NY 10025']}",+16464846533,(646) 484-6533,4963.939652888454
48,_HxxUvRp-0FMH_RoEzG1TA,barnacho-new-york-3,Barnacho,https://s3-media4.fl.yelpcdn.com/bphoto/fjHcdwQwV7QpjfpZjqRIUw/o.jpg,False,https://www.yelp.com/biz/barnacho-new-york-3?adjust_creative=TKz2edtltxgYtPzgSrH9EQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TKz2edtltxgYtPzgSrH9EQ,195,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'tex-mex', 'title': 'Tex-Mex'}]",4.0,"{'latitude': 40.7540321350098, 'longitude': -73.9688491821289}","['pickup', 'delivery']",$$,"{'address1': '920 2nd Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10017', 'country': 'US', 'state': 'NY', 'display_address': ['920 2nd Ave', 'New York, NY 10017']}",+12128329426,(212) 832-9426,4181.734677368224
49,qr24KgWcZGUhKZIPyVMsNw,maz-mezcal-new-york,Maz Mezcal,https://s3-media3.fl.yelpcdn.com/bphoto/_HbB0z8VKaIW4-2dQUU2tg/o.jpg,False,https://www.yelp.com/biz/maz-mezcal-new-york?adjust_creative=TKz2edtltxgYtPzgSrH9EQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TKz2edtltxgYtPzgSrH9EQ,348,"[{'alias': 'mexican', 'title': 'Mexican'}]",3.5,"{'latitude': 40.77741, 'longitude': -73.95103}",[],$$,"{'address1': '316 E 86th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10028', 'country': 'US', 'state': 'NY', 'display_address': ['316 E 86th St', 'New York, NY 10028']}",+12124721599,(212) 472-1599,2690.3573977315145
